1	46622	242	Category	30.2359091167	-97.7951395833	540	2010-10-19T23:55:27Z
1	78108	242	Category	30.2691029532	-97.7493953705	540	2010-10-18T22:17:43Z
1	61849	242	Category	30.2557309927	-97.7633857727	540	2010-10-17T23:42:03Z
1	33031	242	Category	30.2634181234	-97.7575966669	540	2010-10-17T19:26:05Z
1	93661	242	Category	30.2742918584	-97.7405226231	540	2010-10-16T18:50:42Z
1	29233	242	Category	30.261599404	-97.7585805953	540	2010-10-12T23:58:03Z
1	44312	242	Category	30.2679095833	-97.7493124167	540	2010-10-12T22:02:11Z
1	78108	242	Category	30.2691029532	-97.7493953705	540	2010-10-12T19:44:40Z
1	29155	242	Category	30.2811204101	-97.7452111244	540	2010-10-12T15:57:20Z
1	78108	242	Category	30.2691029532	-97.7493953705	540	2010-10-12T15:19:03Z
1	47454	242	Category	40.6438845363	-73.7828063965	540	2010-10-12T00:21:28Z
1	33880	242	Category	40.74137425	-73.9881052167	540	2010-10-11T20:21:20Z
1	18237	242	Category	40.741388197	-73.9894545078	540	2010-10-11T20:20:42Z
1	52638	242	Category	40.729768314	-73.9985353275	540	2010-10-10T22:00:37Z
1	39306	242	Category	40.7285271242	-73.9968681335	540	2010-10-10T21:17:14Z
1	3471	242	Category	40.7417466987	-73.993421425	540	2010-10-10T17:47:04Z
1	67385	242	Category	40.7341933833	-74.0041635333	540	2010-10-09T23:51:10Z
1	55501	242	Category	40.7425115937	-74.0060305595	540	2010-10-09T22:27:07Z
1	28009	242	Category	40.7423961659	-74.0075433254	540	2010-10-09T21:39:26Z
1	28009	242	Category	40.7423961659	-74.0075433254	540	2010-10-09T21:36:05Z
1	46543	242	Category	40.7358847426	-74.0049684048	540	2010-10-09T21:05:23Z
1	12243	242	Category	40.7568799674	-73.9862251282	540	2010-10-09T01:37:03Z
1	11568	242	Category	40.7074172208	-74.0113627911	540	2010-10-08T21:48:37Z
1	40377	242	Category	40.7071727167	-74.0105454333	540	2010-10-08T21:45:48Z
1	28417	242	Category	40.7070708167	-74.0119528667	540	2010-10-08T21:43:52Z
1	11927	242	Category	40.705823135	-73.9966964722	540	2010-10-08T21:43:02Z
1	68379	242	Category	40.7808054632	-73.9764726162	540	2010-10-08T17:24:27Z
1	121916	242	Category	40.7317243329	-74.0033376217	540	2010-10-08T00:07:48Z
1	32783	242	Category	40.7308686424	-73.9975655079	540	2010-10-07T23:18:10Z
1	35689	242	Category	40.7422010764	-73.9879953861	540	2010-10-07T21:58:31Z
1	98261	242	Category	40.7458101407	-73.9882206917	540	2010-10-07T21:02:01Z
1	14812	242	Category	40.7484436586	-73.9857316017	540	2010-10-07T20:31:48Z
1	66850	242	Category	40.7515076167	-73.9755	540	2010-10-07T20:14:44Z
1	47454	242	Category	40.6438845363	-73.7828063965	540	2010-10-07T15:27:40Z
1	78108	242	Category	30.2691029532	-97.7493953705	540	2010-10-06T23:25:34Z
1	87113	242	Category	30.2316497167	-97.8001714167	540	2010-10-05T23:11:39Z
1	32862	242	Category	30.2453613167	-97.7790927833	540	2010-10-05T23:02:31Z
1	78108	242	Category	30.2691029532	-97.7493953705	540	2010-10-05T16:10:35Z
1	44312	242	Category	30.2679095833	-97.7493124167	540	2010-10-04T14:46:01Z
1	37207	242	Category	30.2448597206	-97.7571630478	540	2010-10-03T22:21:49Z
1	10143	242	Category	30.4053040116	-97.8783988953	540	2010-10-02T22:21:22Z
1	78843	242	Category	30.2558143993	-97.7634179592	540	2010-10-02T01:48:43Z
1	44312	242	Category	30.2679095833	-97.7493124167	540	2010-10-01T14:36:39Z
1	43095	242	Category	30.2643362697	-97.7410461251	540	2010-09-30T23:23:22Z
1	30166	242	Category	30.2313745667	-97.79745475	540	2010-09-28T23:47:07Z
1	78108	242	Category	30.2691029532	-97.7493953705	540	2010-09-27T14:52:01Z
1	14203	242	Category	30.250617981	-97.7658996582	540	2010-09-26T16:43:45Z
1	51061	242	Category	30.244761	-97.7489610333	540	2010-09-25T19:21:51Z
1	9795	242	Category	30.3170157639	-97.7195692062	540	2010-09-25T02:00:54Z
1	78108	242	Category	30.2691029532	-97.7493953705	540	2010-09-24T21:32:13Z
1	44312	242	Category	30.2679095833	-97.7493124167	540	2010-09-24T14:58:57Z
