1	283	70	Train Station	35.74964694346383	139.80514526367188	540	2012-04-07T23:33:08Z
1	245	237	Subway	35.669687	139.767254	540	2012-04-08T00:03:35Z
1	3471	241	Convention Center	35.668087628929534	139.76731538772583	540	2012-04-08T00:10:48Z
1	3471	241	Convention Center	35.668087628929534	139.76731538772583	540	2012-04-08T01:18:21Z
1	245	237	Subway	35.669687	139.767254	540	2012-04-08T06:41:07Z
1	144	70	Train Station	35.698596195264464	139.77301824864617	540	2012-04-08T06:55:32Z
1	2968	27	Japanese Restaurant	35.700941	139.770555	540	2012-04-08T07:46:06Z
1	3986	57	Electronics Store	35.70128071770129	139.77129310369492	540	2012-04-08T08:58:02Z
1	635	57	Electronics Store	35.69901541704127	139.7746217250824	540	2012-04-08T09:21:33Z
1	6445	122	Café	35.70093221409643	139.77065205574036	540	2012-04-08T10:05:55Z
1	1155	123	Fast Food Restaurant	35.69926155378716	139.77390557527542	540	2012-04-08T10:45:08Z
1	144	70	Train Station	35.698596195264464	139.77301824864617	540	2012-04-08T12:18:00Z
1	142	70	Train Station	35.71341172584363	139.77605844022628	540	2012-04-08T12:24:53Z
1	325	70	Train Station	35.64592362299403	139.8269248008728	540	2012-05-05T21:03:25Z
1	7455	257	Convenience Store	35.63379646661188	139.79151759062583	540	2012-05-05T21:23:08Z
1	770	70	Train Station	35.63440986098353	139.79161351919174	540	2012-05-05T21:23:21Z
1	2552	241	Convention Center	35.62986667837494	139.79426622390747	540	2012-05-05T21:36:21Z
1	144	70	Train Station	35.698596195264464	139.77301824864617	540	2012-05-18T21:25:43Z
1	1188	125	Event Space	35.69997164315019	139.77081030607224	540	2012-05-19T01:02:34Z
1	819	55	Paper / Office Supplies Store	35.697973	139.78663036	540	2012-05-19T05:28:49Z
1	776	70	Train Station	35.69746615393185	139.78597551584244	540	2012-05-19T05:47:42Z
1	144	70	Train Station	35.698596195264464	139.77301824864617	540	2012-05-19T05:55:08Z
1	1188	125	Event Space	35.69997164315019	139.77081030607224	540	2012-05-19T06:11:24Z
1	1725	96	Chinese Restaurant	35.70084932905884	139.77087133821084	540	2012-05-19T06:14:37Z
1	1188	125	Event Space	35.69997164315019	139.77081030607224	540	2012-05-19T07:05:16Z
1	4318	62	Office	35.699653835638195	139.7723740035593	540	2012-05-19T07:47:14Z
1	6445	122	Café	35.70093221409643	139.77065205574036	540	2012-05-19T08:02:50Z
1	144	70	Train Station	35.698596195264464	139.77301824864617	540	2012-05-19T10:43:35Z
1	142	70	Train Station	35.71332822078902	139.77622319679568	540	2012-05-19T10:51:07Z
1	45	70	Train Station	35.68137872227962	139.76608157157898	540	2012-05-19T20:45:50Z
1	6346	70	Train Station	35.681487656521725	139.76596355438232	540	2012-05-19T21:06:58Z
1	153	237	Subway	35.68691239365025	139.76361393928528	540	2012-05-19T21:12:53Z
1	1353	139	Stadium	35.693203755259184	139.74982738494873	540	2012-05-19T21:26:05Z
1	142	70	Train Station	35.71334963635304	139.7760834033135	540	2012-07-07T05:48:38Z
1	144	70	Train Station	35.698596195264464	139.77301824864617	540	2012-07-07T05:56:14Z
1	4318	62	Office	35.700145561422715	139.77304297643917	540	2012-07-07T06:16:05Z
1	635	57	Electronics Store	35.69901541704127	139.7746217250824	540	2012-07-07T06:39:49Z
1	103	33	Bookstore	35.700426881163665	139.77175176143646	540	2012-07-07T07:34:22Z
1	1362	234	Hobby Shop	35.698327101400224	139.77162837982178	540	2012-07-07T07:40:57Z
1	635	57	Electronics Store	35.69901541704127	139.7746217250824	540	2012-07-07T07:56:31Z
1	1155	123	Fast Food Restaurant	35.69926155378716	139.77390557527542	540	2012-07-07T08:06:20Z
1	4318	62	Office	35.700145561422715	139.77304297643917	540	2012-07-07T09:06:42Z
1	4556	57	Electronics Store	35.70018728253319	139.7719770669937	540	2012-07-07T09:09:21Z
1	144	70	Train Station	35.698596195264464	139.77301824864617	540	2012-07-07T09:42:48Z
1	142	70	Train Station	35.71334963635304	139.7760834033135	540	2012-07-07T09:50:34Z
1	1850	70	Train Station	35.7277712437567	139.77096319198608	540	2012-07-07T23:45:18Z
1	3986	57	Electronics Store	35.70128071770129	139.77129310369492	540	2012-07-08T03:40:46Z
1	635	57	Electronics Store	35.69901541704127	139.7746217250824	540	2012-07-08T04:00:40Z
1	2865	57	Electronics Store	35.70104547793508	139.77180004119873	540	2012-07-08T04:24:21Z
1	1155	123	Fast Food Restaurant	35.69926155378716	139.77390557527542	540	2012-07-08T04:36:29Z
1	1724	201	Arcade	35.700226	139.771692	540	2012-07-08T08:34:21Z
1	144	70	Train Station	35.698596195264464	139.77301824864617	540	2012-07-08T08:42:48Z
1	132	237	Subway	35.68985771889442	139.8356580734253	540	2012-07-21T23:25:17Z
1	144	70	Train Station	35.698596195264464	139.77301824864617	540	2012-08-09T20:00:23Z
